-0.0292367	3.01286	-0.0138382	1.42603	-0.0292367	3.01286	-0.0047	2.8999	-0.0471	0.9989
-0.0744945	3.19165	-0.112563	0.45272	-0.0745	3.1916	-0.0517	3.2969	-0.1719	0.9851
-0.0609473	3.38736	0.0209825	0.89716	-0.0566984	3.2023	-0.1481	3.6848	-0.294	0.9558
-0.406361	4.06015	-1.04457	1.7201	-0.4516	4.1159	-0.2923	4.0577	-0.4115	0.9114
-0.297682	4.37029	0.244724	1.32697	-0.259982	3.84552	-0.4821	4.4094	-0.5225	0.8526
-0.683371	4.87714	-1.07246	1.27808	-0.7352	4.881	-0.7145	4.7347	-0.6252	0.7804
-1.04994	5.00884	-0.937408	0.415964	-1.00229	4.78444	-0.9859	5.0282	-0.7181	0.6959
-1.37045	5.36704	-0.813198	0.952399	-1.3692	5.4013	-1.2919	5.2854	-0.7997	0.6004
-1.5387	5.6376	-0.321622	0.416362	-1.54475	5.70786	-1.6277	5.5023	-0.8686	0.4955
-2.12244	5.76983	-1.46904	0.367425	-2.1657	5.777	-1.988	5.6753	-0.9239	0.3827
-2.46263	5.83634	-1.08687	0.760204	-2.27028	5.46695	-2.3672	5.8018	-0.9646	0.2639
-2.92746	5.86204	-1.10478	0.00563236	-2.9184	5.8167	-2.7593	5.8798	-0.99	0.1409
-3.18391	5.76566	-0.714689	-0.0724474	-3.0805	5.61739	-3.158	5.908	-0.9999	0.0157
-3.50298	5.90107	-0.836636	0.37685	-3.5148	5.9289	-3.5572	5.8861	-0.994	-0.1097
-4.04184	5.71102	-1.37266	-0.558119	-4.0537	5.62207	-3.9504	5.8143	-0.9724	-0.2334
-4.19728	5.74885	-0.461078	0.0461405	-4.1679	5.7686	-4.3315	5.6937	-0.9354	-0.3535
-4.47224	5.73256	-0.615085	-0.164413	-4.54091	5.78726	-4.6946	5.5264	-0.8838	-0.4679
-5.2223	5.45699	-1.82601	-0.587397	-5.2699	5.4546	-5.0337	5.3148	-0.8182	-0.575
-5.6352	5.15103	-1.26523	-0.523634	-5.38001	4.97088	-5.3437	5.0625	-0.7396	-0.673
-5.98102	4.98205	-0.856336	-0.468779	-5.9605	4.9772	-5.6197	4.7732	-0.6495	-0.7604
-5.86546	4.50774	-0.092463	-0.885741	-5.45541	4.21036	-5.8572	4.4517	-0.549	-0.8358
-5.92579	4.14894	-0.15283	-0.890184	-5.929	4.1498	-6.0525	4.1029	-0.44	-0.898
-5.95773	3.61437	-0.274625	-1.24423	-5.82422	3.50938	-6.2026	3.7324	-0.3239	-0.9461
-6.43261	3.2231	-1.29191	-0.908571	-6.4964	3.2527	-6.305	3.346	-0.2028	-0.9792
-6.43981	2.87527	0.1885	-0.911419	-6.3192	2.8523	-6.3582	2.9498	-0.0785	-0.9969
-6.44916	2.86144	-0.11178	-0.085212	-6.4774	2.8946	-6.3614	2.5501	0.0471	-0.9989
-6.57409	1.91261	-0.613966	-2.4208	-6.29299	1.69898	-6.3144	2.1531	0.1719	-0.9851
-6.16816	1.61478	1.05887	-0.928104	-6.0839	1.6504	-6.218	1.7652	0.294	-0.9558
-6.15609	1.08728	0.501658	-1.46428	-6.58403	1.10373	-6.0738	1.3924	0.4115	-0.9114
-5.85129	0.847516	0.778622	-0.598834	-5.8382	0.8776	-5.884	1.0406	0.5225	-0.8527
-5.55801	0.62757	0.878157	-0.562272	-5.64159	0.638471	-5.6515	0.7153	0.6252	-0.7804
-5.3689	0.273459	0.419896	-0.892819	-5.3985	0.2627	-5.3802	0.4218	0.7181	-0.6959
-4.01275	-29.1842	6.00321	-78.771	-5.46311	0.320465	-5.0742	0.1646	0.7997	-0.6004
-4.34208	-5.4904	-0.330257	66.5267	-4.581	-0.0642	-4.7384	-0.0523	0.8686	-0.4955
32.2319	7.38648	103.341	5.07969	-4.83226	-0.150296	-4.378	-0.2253	0.9239	-0.3827
-1.79168	0.46943	-25.2531	-13.7268	-3.9796	-0.5896	-3.9988	-0.3518	0.9646	-0.2639
-5.17329	0.703202	-2.33913	3.46213	-3.86472	-0.323039	-3.6068	-0.4298	0.99	-0.1409
-3.53565	-0.617655	3.44262	-1.06484	-3.2774	-0.6604	-3.208	-0.458	0.9999	-0.0157
-3.01847	-0.589685	0.443019	-0.161245	-2.78844	-0.316986	-2.8089	-0.4361	0.994	0.1097
-2.24272	-0.438946	2.11912	0.473658	-2.1338	-0.3921	-2.4157	-0.3642	0.9724	0.2334
-1.73499	-0.206364	1.36412	0.609784	-1.94183	-0.202864	-2.0345	-0.2437	0.9355	0.3534
-1.68817	-0.290074	-0.0257759	-0.458921	-1.7842	-0.3448	-1.6715	-0.0764	0.8838	0.4679
1.64034	-10.3168	9.99521	-26.0884	-1.63165	0.0732986	-1.3323	0.1352	0.8182	0.575
-0.211929	-2.38378	-9.32162	36.3428	-1.1187	0.4525	-1.0223	0.3876	0.7397	0.673
-4.88997	0.751998	-9.69379	-0.885519	-1.00661	0.890542	-0.7464	0.6768	0.6495	0.7604
-1.01823	1.2527	5.12967	-0.469303	-0.6356	1.1151	-0.5089	0.9983	0.5491	0.8358
0.0559217	2.16001	3.08746	3.06581	-0.276022	1.1746	-0.3136	1.3471	0.44	0.898
0.0905939	1.71548	-0.273755	-1.59504	-0.1452	1.4258	-0.1635	1.7176	0.324	0.9461
-0.015313	1.93077	-0.250642	1.00547	-0.000642019	2.1142	-0.0611	2.104	0.2028	0.9792
-0.0795834	2.27331	-0.124473	0.835887	-0.0736	2.2619	-0.0079	2.5002	0.0785	0.9969
-0.0111751	2.71506	0.183979	1.18475	-0.00245766	2.7197	0	2.9	0.0157	0.9999
-0.1313	3.0677	-0.440085	0.837275	-0.1584	3.0452	0.0345	3.2982	0.1409	0.99
0.132918	3.55087	0.664814	1.90438	0.158334	3.2158	0.1186	3.689	0.2639	0.9645
0.150344	3.99366	-0.0865521	0.997026	0.1207	3.935	0.2511	4.0662	0.3827	0.9239
0.318925	4.31645	0.455164	0.848168	0.327491	4.25602	0.4297	4.4238	0.4955	0.8686
0.75542	4.72717	1.1676	1.05119	0.7838	4.7412	0.6518	4.7561	0.6004	0.7997
1.10936	4.95457	0.882908	0.60325	1.0779	4.83849	0.9138	5.0581	0.6959	0.7181
1.21838	4.98114	0.216517	-0.0171165	1.1878	4.9359	1.2116	5.3248	0.7804	0.6252
1.6006	5.45695	0.851107	0.680099	1.78761	5.94704	1.5404	5.552	0.8527	0.5225
1.76195	5.74836	0.375692	0.725512	1.7435	5.7478	1.8952	5.7363	0.9114	0.4115
1.97901	6.07389	0.566613	0.858921	1.98756	6.07082	2.2702	5.8747	0.9558	0.294
2.42874	6.18097	1.0904	0.223333	2.4424	6.1453	2.6596	5.9649	0.9851	0.1719
3.07525	6.29628	1.41316	-0.231575	3.26503	6.57852	3.0573	6.0057	0.9989	0.0471
3.35861	6.17295	0.711963	-0.369732	3.3291	6.1552	3.4569	5.9962	0.9969	-0.0785
3.48595	6.12931	0.413361	0.115001	3.39148	6.04192	3.8522	5.9368	0.9792	-0.2028
4.2807	5.81516	1.89394	-0.706236	4.3309	5.7913	4.2369	5.8283	0.9461	-0.3239
4.88761	5.96701	1.08692	0.0234896	5.05596	6.31664	4.605	5.6724	0.898	-0.44
5.05353	5.35612	0.195833	-1.60584	4.9813	5.26	4.9507	5.4717	0.8358	-0.549
5.09856	5.22129	0.349988	-0.0171928	4.9838	5.24995	5.2685	5.2291	0.7604	-0.6495
5.44811	5.09621	0.876542	-0.268381	5.4715	5.0933	5.5533	4.9487	0.673	-0.7396
5.94519	4.64252	0.63517	-1.74527	6.29722	4.80409	5.8008	4.6348	0.575	-0.8182
6.13313	4.19793	0.536766	-1.13553	6.1386	4.2241	6.007	4.2923	0.4679	-0.8838
6.21177	4.03144	0.185701	-0.352546	6.16972	4.08644	6.1686	3.9267	0.3535	-0.9355
6.43523	3.53656	0.511091	-1.16879	6.4424	3.5088	6.2832	3.5437	0.2334	-0.9724
6.40538	3.42483	-0.0852539	-0.196343	6.31644	3.47286	6.3488	3.1494	0.1097	-0.994
6.33196	2.71782	-0.315913	-1.68384	6.2993	2.6594	6.3645	2.75	-0.0157	-0.9999
6.42029	2.14276	0.186831	-1.44345	6.54194	2.18755	6.33	2.3517	-0.1409	-0.99
6.21217	1.77149	-0.591732	-0.962931	6.1662	1.782	6.2459	1.961	-0.2639	-0.9646
6.03747	1.76799	-0.524784	0.0388769	6.11395	1.85649	6.1134	1.5838	-0.3827	-0.9239
5.95923	1.22347	-0.188646	-1.34033	5.9725	1.1757	5.9347	1.2262	-0.4955	-0.8686
5.65759	0.875059	-0.765172	-0.833561	5.55782	0.881528	5.7127	0.8938	-0.6004	-0.7997
5.25913	0.585231	-1.02762	-0.721964	5.2419	0.5885	5.4507	0.5919	-0.6959	-0.7181
5.03695	0.419515	-0.710482	-0.403424	5.20673	0.448362	5.1529	0.3252	-0.7804	-0.6252
4.84139	0.139598	-0.45786	-0.725509	4.8579	0.1276	4.8241	0.0979	-0.8526	-0.5225
4.58999	-0.111903	-0.428784	-0.629401	4.45427	-0.104695	4.4693	-0.0863	-0.9114	-0.4115
4.25521	-0.248689	-0.89432	-0.306993	4.2236	-0.2355	4.0943	-0.2247	-0.9558	-0.294
4.13218	-0.346743	-0.793101	-0.190077	4.49239	-0.37237	3.7049	-0.3149	-0.9851	-0.1719
