3.36958	-0.60957	-2.05596	-0.727141	3.2869	-0.6282	3.3072	-0.3557	-0.9989	-0.0471
2.93355	-0.445709	-0.450041	0.278469	2.66084	-0.33624	2.9076	-0.3463	-0.9969	0.0785
2.48446	-0.139811	-1.19832	0.879839	2.432	-0.1059	2.5123	-0.2868	-0.9792	0.2028
2.17414	-0.186629	-1.02697	-0.21176	2.31914	-0.23972	2.1275	-0.1783	-0.9461	0.3239
1.72878	-0.0808051	-1.13075	0.425618	1.7236	-0.0521	1.7594	-0.0225	-0.898	0.4399
1.5266	0.179319	-0.819596	0.639192	1.80413	0.230548	1.4138	0.1783	-0.8358	0.549
1.09672	0.587575	-1.11556	1.17217	1.0778	0.6118	1.096	0.4208	-0.7604	0.6494
0.84736	0.703574	-0.4781	0.42407	0.628505	0.564956	0.8111	0.7013	-0.673	0.7396
0.568229	0.808515	-0.745982	0.253281	0.5529	0.7956	0.5637	1.0152	-0.575	0.8181
0.250354	1.02886	-0.670269	0.996567	0.201887	0.849233	0.3575	1.3576	-0.4679	0.8838
0.205175	1.75041	0.0356202	1.88973	0.2439	1.8126	0.1959	1.7233	-0.3535	0.9354
0.0636114	2.08578	-0.393867	0.612732	0.0777428	1.99258	0.0813	2.1062	-0.2334	0.9724
0.178249	2.40618	0.482209	0.815688	0.2175	2.4214	0.0157	2.5006	-0.1097	0.994
0.038221	2.94206	-0.450118	1.00049	0.00380113	3.1773	0	2.9	0.0157	0.9999
